"id";"nome";"url_detalhes";"tipo_primario";"tipo_secundario";"url_imagem";"geracao";"especie";"altura";"peso";"hp";"ataque";"defesa";"ataque_especial";"defesa_especial";"velocidade";"stats_total"
"#0502";"Dewott";"https://pokemondb.net/pokedex/dewott";"Water";"";"https://img.pokemondb.net/sprites/home/normal/2x/dewott.jpg";"Generation 5";"Discipline Pokémon";"0.8";"24.5";"75";"75";"60";"83";"60";"60";"413"
"#0503";"Samurott";"https://pokemondb.net/pokedex/samurott";"Water";"";"https://img.pokemondb.net/sprites/home/normal/2x/samurott.jpg";"Generation 5";"Formidable Pokémon";"1.5";"58.2";"90";"108";"80";"100";"65";"85";"528"
"#0504";"Patrat";"https://pokemondb.net/pokedex/patrat";"Normal";"";"https://img.pokemondb.net/sprites/home/normal/2x/patrat.jpg";"Generation 5";"Scout Pokémon";"0.5";"11.6";"45";"55";"39";"35";"39";"42";"255"
"#0505";"Watchog";"https://pokemondb.net/pokedex/watchog";"Normal";"";"https://img.pokemondb.net/sprites/home/normal/2x/watchog.jpg";"Generation 5";"Lookout Pokémon";"1.1";"27.0";"60";"85";"69";"60";"69";"77";"420"
"#0506";"Lillipup";"https://pokemondb.net/pokedex/lillipup";"Normal";"";"https://img.pokemondb.net/sprites/home/normal/2x/lillipup.jpg";"Generation 5";"Puppy Pokémon";"0.4";"4.1";"45";"60";"45";"25";"45";"55";"275"
"#0507";"Herdier";"https://pokemondb.net/pokedex/herdier";"Normal";"";"https://img.pokemondb.net/sprites/home/normal/2x/herdier.jpg";"Generation 5";"Loyal Dog Pokémon";"0.9";"14.7";"65";"80";"65";"35";"65";"60";"370"
"#0508";"Stoutland";"https://pokemondb.net/pokedex/stoutland";"Normal";"";"https://img.pokemondb.net/sprites/home/normal/2x/stoutland.jpg";"Generation 5";"Big-Hearted Pokémon";"1.2";"61.0";"85";"110";"90";"45";"90";"80";"500"
"#0509";"Purrloin";"https://pokemondb.net/pokedex/purrloin";"Dark";"";"https://img.pokemondb.net/sprites/home/normal/2x/purrloin.jpg";"Generation 5";"Devious Pokémon";"0.4";"10.1";"41";"50";"37";"50";"37";"66";"281"
"#0510";"Liepard";"https://pokemondb.net/pokedex/liepard";"Dark";"";"https://img.pokemondb.net/sprites/home/normal/2x/liepard.jpg";"Generation 5";"Cruel Pokémon";"1.1";"37.5";"64";"88";"50";"88";"50";"106";"446"
"#0511";"Pansage";"https://pokemondb.net/pokedex/pansage";"Grass";"";"https://img.pokemondb.net/sprites/home/normal/2x/pansage.jpg";"Generation 5";"Grass Monkey Pokémon";"0.6";"10.5";"50";"53";"48";"53";"48";"64";"316"
"#0512";"Simisage";"https://pokemondb.net/pokedex/simisage";"Grass";"";"https://img.pokemondb.net/sprites/home/normal/2x/simisage.jpg";"Generation 5";"Thorn Monkey Pokémon";"1.1";"30.5";"75";"98";"63";"98";"63";"101";"498"
"#0513";"Pansear";"https://pokemondb.net/pokedex/pansear";"Fire";"";"https://img.pokemondb.net/sprites/home/normal/2x/pansear.jpg";"Generation 5";"High Temp Pokémon";"0.6";"11.0";"50";"53";"48";"53";"48";"64";"316"
"#0514";"Simisear";"https://pokemondb.net/pokedex/simisear";"Fire";"";"https://img.pokemondb.net/sprites/home/normal/2x/simisear.jpg";"Generation 5";"Ember Pokémon";"1.0";"28.0";"75";"98";"63";"98";"63";"101";"498"
"#0515";"Panpour";"https://pokemondb.net/pokedex/panpour";"Water";"";"https://img.pokemondb.net/sprites/home/normal/2x/panpour.jpg";"Generation 5";"Spray Pokémon";"0.6";"13.5";"50";"53";"48";"53";"48";"64";"316"
"#0516";"Simipour";"https://pokemondb.net/pokedex/simipour";"Water";"";"https://img.pokemondb.net/sprites/home/normal/2x/simipour.jpg";"Generation 5";"Geyser Pokémon";"1.0";"29.0";"75";"98";"63";"98";"63";"101";"498"
"#0517";"Munna";"https://pokemondb.net/pokedex/munna";"Psychic";"";"https://img.pokemondb.net/sprites/home/normal/2x/munna.jpg";"Generation 5";"Dream Eater Pokémon";"0.6";"23.3";"76";"25";"45";"67";"55";"24";"292"
"#0518";"Musharna";"https://pokemondb.net/pokedex/musharna";"Psychic";"";"https://img.pokemondb.net/sprites/home/normal/2x/musharna.jpg";"Generation 5";"Drowsing Pokémon";"1.1";"60.5";"116";"55";"85";"107";"95";"29";"487"
"#0519";"Pidove";"https://pokemondb.net/pokedex/pidove";"Normal";"Flying";"https://img.pokemondb.net/sprites/home/normal/2x/pidove.jpg";"Generation 5";"Tiny Pigeon Pokémon";"0.3";"2.1";"50";"55";"50";"36";"30";"43";"264"
"#0520";"Tranquill";"https://pokemondb.net/pokedex/tranquill";"Normal";"Flying";"https://img.pokemondb.net/sprites/home/normal/2x/tranquill.jpg";"Generation 5";"Wild Pigeon Pokémon";"0.6";"15.0";"62";"77";"62";"50";"42";"65";"358"
"#0521";"Unfezant";"https://pokemondb.net/pokedex/unfezant";"Normal";"Flying";"https://img.pokemondb.net/sprites/home/normal/2x/unfezant.jpg";"Generation 5";"Proud Pokémon";"1.2";"29.0";"80";"115";"80";"65";"55";"93";"488"
"#0522";"Blitzle";"https://pokemondb.net/pokedex/blitzle";"Electric";"";"https://img.pokemondb.net/sprites/home/normal/2x/blitzle.jpg";"Generation 5";"Electrified Pokémon";"0.8";"29.8";"45";"60";"32";"50";"32";"76";"295"
"#0523";"Zebstrika";"https://pokemondb.net/pokedex/zebstrika";"Electric";"";"https://img.pokemondb.net/sprites/home/normal/2x/zebstrika.jpg";"Generation 5";"Thunderbolt Pokémon";"1.6";"79.5";"75";"100";"63";"80";"63";"116";"497"
"#0524";"Roggenrola";"https://pokemondb.net/pokedex/roggenrola";"Rock";"";"https://img.pokemondb.net/sprites/home/normal/2x/roggenrola.jpg";"Generation 5";"Mantle Pokémon";"0.4";"18.0";"55";"75";"85";"25";"25";"15";"280"
"#0525";"Boldore";"https://pokemondb.net/pokedex/boldore";"Rock";"";"https://img.pokemondb.net/sprites/home/normal/2x/boldore.jpg";"Generation 5";"Ore Pokémon";"0.9";"102.0";"70";"105";"105";"50";"40";"20";"390"
"#0526";"Gigalith";"https://pokemondb.net/pokedex/gigalith";"Rock";"";"https://img.pokemondb.net/sprites/home/normal/2x/gigalith.jpg";"Generation 5";"Compressed Pokémon";"1.7";"260.0";"85";"135";"130";"60";"80";"25";"515"
"#0527";"Woobat";"https://pokemondb.net/pokedex/woobat";"Psychic";"Flying";"https://img.pokemondb.net/sprites/home/normal/2x/woobat.jpg";"Generation 5";"Bat Pokémon";"0.4";"2.1";"65";"45";"43";"55";"43";"72";"323"
"#0528";"Swoobat";"https://pokemondb.net/pokedex/swoobat";"Psychic";"Flying";"https://img.pokemondb.net/sprites/home/normal/2x/swoobat.jpg";"Generation 5";"Courting Pokémon";"0.9";"10.5";"67";"57";"55";"77";"55";"114";"425"
"#0529";"Drilbur";"https://pokemondb.net/pokedex/drilbur";"Ground";"";"https://img.pokemondb.net/sprites/home/normal/2x/drilbur.jpg";"Generation 5";"Mole Pokémon";"0.3";"8.5";"60";"85";"40";"30";"45";"68";"328"
"#0530";"Excadrill";"https://pokemondb.net/pokedex/excadrill";"Ground";"Steel";"https://img.pokemondb.net/sprites/home/normal/2x/excadrill.jpg";"Generation 5";"Subterrene Pokémon";"0.7";"40.4";"110";"135";"60";"50";"65";"88";"508"
"#0531";"Audino";"https://pokemondb.net/pokedex/audino";"Normal";"";"https://img.pokemondb.net/sprites/home/normal/2x/audino.jpg";"Generation 5";"Hearing Pokémon";"1.5";"32.0";"103";"60";"126";"80";"126";"50";"545"
"#0532";"Timburr";"https://pokemondb.net/pokedex/timburr";"Fighting";"";"https://img.pokemondb.net/sprites/home/normal/2x/timburr.jpg";"Generation 5";"Muscular Pokémon";"0.6";"12.5";"75";"80";"55";"25";"35";"35";"305"
"#0533";"Gurdurr";"https://pokemondb.net/pokedex/gurdurr";"Fighting";"";"https://img.pokemondb.net/sprites/home/normal/2x/gurdurr.jpg";"Generation 5";"Muscular Pokémon";"1.2";"40.0";"85";"105";"85";"40";"50";"40";"405"
"#0534";"Conkeldurr";"https://pokemondb.net/pokedex/conkeldurr";"Fighting";"";"https://img.pokemondb.net/sprites/home/normal/2x/conkeldurr.jpg";"Generation 5";"Muscular Pokémon";"1.4";"87.0";"105";"140";"95";"55";"65";"45";"505"
"#0535";"Tympole";"https://pokemondb.net/pokedex/tympole";"Water";"";"https://img.pokemondb.net/sprites/home/normal/2x/tympole.jpg";"Generation 5";"Tadpole Pokémon";"0.5";"4.5";"50";"50";"40";"50";"40";"64";"294"
"#0536";"Palpitoad";"https://pokemondb.net/pokedex/palpitoad";"Water";"Ground";"https://img.pokemondb.net/sprites/home/normal/2x/palpitoad.jpg";"Generation 5";"Vibration Pokémon";"0.8";"17.0";"75";"65";"55";"65";"55";"69";"384"
"#0537";"Seismitoad";"https://pokemondb.net/pokedex/seismitoad";"Water";"Ground";"https://img.pokemondb.net/sprites/home/normal/2x/seismitoad.jpg";"Generation 5";"Vibration Pokémon";"1.5";"62.0";"105";"95";"75";"85";"75";"74";"509"
"#0538";"Throh";"https://pokemondb.net/pokedex/throh";"Fighting";"";"https://img.pokemondb.net/sprites/home/normal/2x/throh.jpg";"Generation 5";"Judo Pokémon";"1.3";"55.5";"120";"100";"85";"30";"85";"45";"465"
"#0539";"Sawk";"https://pokemondb.net/pokedex/sawk";"Fighting";"";"https://img.pokemondb.net/sprites/home/normal/2x/sawk.jpg";"Generation 5";"Karate Pokémon";"1.4";"51.0";"75";"125";"75";"30";"75";"85";"465"
"#0540";"Sewaddle";"https://pokemondb.net/pokedex/sewaddle";"Bug";"Grass";"https://img.pokemondb.net/sprites/home/normal/2x/sewaddle.jpg";"Generation 5";"Sewing Pokémon";"0.3";"2.5";"45";"53";"70";"40";"60";"42";"310"
"#0541";"Swadloon";"https://pokemondb.net/pokedex/swadloon";"Bug";"Grass";"https://img.pokemondb.net/sprites/home/normal/2x/swadloon.jpg";"Generation 5";"Leaf-Wrapped Pokémon";"0.5";"7.3";"55";"63";"90";"50";"80";"42";"380"
"#0542";"Leavanny";"https://pokemondb.net/pokedex/leavanny";"Bug";"Grass";"https://img.pokemondb.net/sprites/home/normal/2x/leavanny.jpg";"Generation 5";"Nurturing Pokémon";"1.2";"20.5";"75";"103";"80";"70";"80";"92";"500"
"#0543";"Venipede";"https://pokemondb.net/pokedex/venipede";"Bug";"Poison";"https://img.pokemondb.net/sprites/home/normal/2x/venipede.jpg";"Generation 5";"Centipede Pokémon";"0.4";"5.3";"30";"45";"59";"30";"39";"57";"260"
"#0544";"Whirlipede";"https://pokemondb.net/pokedex/whirlipede";"Bug";"Poison";"https://img.pokemondb.net/sprites/home/normal/2x/whirlipede.jpg";"Generation 5";"Curlipede Pokémon";"1.2";"58.5";"40";"55";"99";"40";"79";"47";"360"
"#0545";"Scolipede";"https://pokemondb.net/pokedex/scolipede";"Bug";"Poison";"https://img.pokemondb.net/sprites/home/normal/2x/scolipede.jpg";"Generation 5";"Megapede Pokémon";"2.5";"200.5";"60";"100";"89";"55";"69";"112";"485"
"#0546";"Cottonee";"https://pokemondb.net/pokedex/cottonee";"Grass";"Fairy";"https://img.pokemondb.net/sprites/home/normal/2x/cottonee.jpg";"Generation 5";"Cotton Puff Pokémon";"0.3";"0.6";"40";"27";"60";"37";"50";"66";"280"
"#0547";"Whimsicott";"https://pokemondb.net/pokedex/whimsicott";"Grass";"Fairy";"https://img.pokemondb.net/sprites/home/normal/2x/whimsicott.jpg";"Generation 5";"Windveiled Pokémon";"0.7";"6.6";"60";"67";"85";"77";"75";"116";"480"
"#0548";"Petilil";"https://pokemondb.net/pokedex/petilil";"Grass";"";"https://img.pokemondb.net/sprites/home/normal/2x/petilil.jpg";"Generation 5";"Bulb Pokémon";"0.5";"6.6";"45";"35";"50";"70";"50";"30";"280"
"#0549";"Lilligant";"https://pokemondb.net/pokedex/lilligant";"Grass";"";"https://img.pokemondb.net/sprites/home/normal/2x/lilligant.jpg";"Generation 5";"Spinning Pokémon";"1.2";"19.2";"70";"105";"75";"50";"75";"105";"480"
"#0550";"Basculin";"https://pokemondb.net/pokedex/basculin";"Water";"";"https://img.pokemondb.net/sprites/home/normal/2x/basculin.jpg";"Generation 5";"Mellow Pokémon";"1.0";"18.0";"70";"92";"65";"80";"55";"98";"460"
"#0551";"Sandile";"https://pokemondb.net/pokedex/sandile";"Ground";"Dark";"https://img.pokemondb.net/sprites/home/normal/2x/sandile.jpg";"Generation 5";"Desert Croc Pokémon";"0.7";"15.2";"50";"72";"35";"35";"35";"65";"292"
"#0552";"Krokorok";"https://pokemondb.net/pokedex/krokorok";"Ground";"Dark";"https://img.pokemondb.net/sprites/home/normal/2x/krokorok.jpg";"Generation 5";"Desert Croc Pokémon";"1.0";"33.4";"60";"82";"45";"45";"45";"74";"351"
"#0553";"Krookodile";"https://pokemondb.net/pokedex/krookodile";"Ground";"Dark";"https://img.pokemondb.net/sprites/home/normal/2x/krookodile.jpg";"Generation 5";"Intimidation Pokémon";"1.5";"96.3";"95";"117";"80";"65";"70";"92";"519"
"#0554";"Darumaka";"https://pokemondb.net/pokedex/darumaka";"Fire";"";"https://img.pokemondb.net/sprites/home/normal/2x/darumaka.jpg";"Generation 5";"Zen Charm Pokémon";"0.7";"40.0";"70";"90";"45";"15";"45";"50";"315"
"#0555";"Darmanitan";"https://pokemondb.net/pokedex/darmanitan";"Fire";"";"https://img.pokemondb.net/sprites/home/normal/2x/darmanitan.jpg";"Generation 5";"Zen Charm Pokémon";"1.7";"120.0";"105";"160";"55";"30";"55";"135";"540"
"#0556";"Maractus";"https://pokemondb.net/pokedex/maractus";"Grass";"";"https://img.pokemondb.net/sprites/home/normal/2x/maractus.jpg";"Generation 5";"Cactus Pokémon";"1.0";"28.0";"75";"86";"67";"106";"67";"60";"461"
"#0557";"Dwebble";"https://pokemondb.net/pokedex/dwebble";"Bug";"Rock";"https://img.pokemondb.net/sprites/home/normal/2x/dwebble.jpg";"Generation 5";"Rock Inn Pokémon";"0.3";"14.5";"50";"65";"85";"35";"35";"55";"325"
"#0558";"Crustle";"https://pokemondb.net/pokedex/crustle";"Bug";"Rock";"https://img.pokemondb.net/sprites/home/normal/2x/crustle.jpg";"Generation 5";"Stone Home Pokémon";"1.4";"200.0";"70";"105";"125";"65";"75";"45";"485"
"#0559";"Scraggy";"https://pokemondb.net/pokedex/scraggy";"Dark";"Fighting";"https://img.pokemondb.net/sprites/home/normal/2x/scraggy.jpg";"Generation 5";"Shedding Pokémon";"0.6";"11.8";"50";"75";"70";"35";"70";"48";"348"
"#0560";"Scrafty";"https://pokemondb.net/pokedex/scrafty";"Dark";"Fighting";"https://img.pokemondb.net/sprites/home/normal/2x/scrafty.jpg";"Generation 5";"Hoodlum Pokémon";"1.1";"30.0";"65";"90";"115";"45";"115";"58";"488"
"#0561";"Sigilyph";"https://pokemondb.net/pokedex/sigilyph";"Psychic";"Flying";"https://img.pokemondb.net/sprites/home/normal/2x/sigilyph.jpg";"Generation 5";"Avianoid Pokémon";"1.4";"14.0";"72";"58";"80";"103";"80";"97";"490"
"#0562";"Yamask";"https://pokemondb.net/pokedex/yamask";"Ghost";"";"https://img.pokemondb.net/sprites/home/normal/2x/yamask.jpg";"Generation 5";"Spirit Pokémon";"0.5";"1.5";"38";"55";"85";"30";"65";"30";"303"
"#0563";"Cofagrigus";"https://pokemondb.net/pokedex/cofagrigus";"Ghost";"";"https://img.pokemondb.net/sprites/home/normal/2x/cofagrigus.jpg";"Generation 5";"Coffin Pokémon";"1.7";"76.5";"58";"50";"145";"95";"105";"30";"483"
"#0564";"Tirtouga";"https://pokemondb.net/pokedex/tirtouga";"Water";"Rock";"https://img.pokemondb.net/sprites/home/normal/2x/tirtouga.jpg";"Generation 5";"Prototurtle Pokémon";"0.7";"16.5";"54";"78";"103";"53";"45";"22";"355"
"#0565";"Carracosta";"https://pokemondb.net/pokedex/carracosta";"Water";"Rock";"https://img.pokemondb.net/sprites/home/normal/2x/carracosta.jpg";"Generation 5";"Prototurtle Pokémon";"1.2";"81.0";"74";"108";"133";"83";"65";"32";"495"
"#0566";"Archen";"https://pokemondb.net/pokedex/archen";"Rock";"Flying";"https://img.pokemondb.net/sprites/home/normal/2x/archen.jpg";"Generation 5";"First Bird Pokémon";"0.5";"9.5";"55";"112";"45";"74";"45";"70";"401"
"#0567";"Archeops";"https://pokemondb.net/pokedex/archeops";"Rock";"Flying";"https://img.pokemondb.net/sprites/home/normal/2x/archeops.jpg";"Generation 5";"First Bird Pokémon";"1.4";"32.0";"75";"140";"65";"112";"65";"110";"567"
"#0568";"Trubbish";"https://pokemondb.net/pokedex/trubbish";"Poison";"";"https://img.pokemondb.net/sprites/home/normal/2x/trubbish.jpg";"Generation 5";"Trash Bag Pokémon";"0.6";"31.0";"50";"50";"62";"40";"62";"65";"329"
"#0569";"Garbodor";"https://pokemondb.net/pokedex/garbodor";"Poison";"";"https://img.pokemondb.net/sprites/home/normal/2x/garbodor.jpg";"Generation 5";"Trash Heap Pokémon";"1.9";"107.3";"80";"95";"82";"60";"82";"75";"474"
"#0570";"Zorua";"https://pokemondb.net/pokedex/zorua";"Dark";"";"https://img.pokemondb.net/sprites/home/normal/2x/zorua.jpg";"Generation 5";"Spiteful Fox Pokémon";"0.7";"12.5";"35";"60";"40";"85";"40";"70";"330"
"#0571";"Zoroark";"https://pokemondb.net/pokedex/zoroark";"Dark";"";"https://img.pokemondb.net/sprites/home/normal/2x/zoroark.jpg";"Generation 5";"Baneful Fox Pokémon";"1.6";"73.0";"60";"105";"60";"120";"60";"105";"510"
"#0572";"Minccino";"https://pokemondb.net/pokedex/minccino";"Normal";"";"https://img.pokemondb.net/sprites/home/normal/2x/minccino.jpg";"Generation 5";"Chinchilla Pokémon";"0.4";"5.8";"55";"50";"40";"40";"40";"75";"300"
"#0573";"Cinccino";"https://pokemondb.net/pokedex/cinccino";"Normal";"";"https://img.pokemondb.net/sprites/home/normal/2x/cinccino.jpg";"Generation 5";"Scarf Pokémon";"0.5";"7.5";"75";"95";"60";"65";"60";"115";"470"
"#0574";"Gothita";"https://pokemondb.net/pokedex/gothita";"Psychic";"";"https://img.pokemondb.net/sprites/home/normal/2x/gothita.jpg";"Generation 5";"Fixation Pokémon";"0.4";"5.8";"45";"30";"50";"55";"65";"45";"290"
"#0575";"Gothorita";"https://pokemondb.net/pokedex/gothorita";"Psychic";"";"https://img.pokemondb.net/sprites/home/normal/2x/gothorita.jpg";"Generation 5";"Manipulate Pokémon";"0.7";"18.0";"60";"45";"70";"75";"85";"55";"390"
"#0576";"Gothitelle";"https://pokemondb.net/pokedex/gothitelle";"Psychic";"";"https://img.pokemondb.net/sprites/home/normal/2x/gothitelle.jpg";"Generation 5";"Astral Body Pokémon";"1.5";"44.0";"70";"55";"95";"95";"110";"65";"490"
"#0577";"Solosis";"https://pokemondb.net/pokedex/solosis";"Psychic";"";"https://img.pokemondb.net/sprites/home/normal/2x/solosis.jpg";"Generation 5";"Cell Pokémon";"0.3";"1.0";"45";"30";"40";"105";"50";"20";"290"
"#0578";"Duosion";"https://pokemondb.net/pokedex/duosion";"Psychic";"";"https://img.pokemondb.net/sprites/home/normal/2x/duosion.jpg";"Generation 5";"Mitosis Pokémon";"0.6";"8.0";"65";"40";"50";"125";"60";"30";"370"
"#0579";"Reuniclus";"https://pokemondb.net/pokedex/reuniclus";"Psychic";"";"https://img.pokemondb.net/sprites/home/normal/2x/reuniclus.jpg";"Generation 5";"Multiplying Pokémon";"1.0";"20.1";"110";"65";"75";"125";"85";"30";"490"
"#0580";"Ducklett";"https://pokemondb.net/pokedex/ducklett";"Water";"Flying";"https://img.pokemondb.net/sprites/home/normal/2x/ducklett.jpg";"Generation 5";"Water Bird Pokémon";"0.5";"5.5";"62";"44";"50";"44";"50";"55";"305"
"#0581";"Swanna";"https://pokemondb.net/pokedex/swanna";"Water";"Flying";"https://img.pokemondb.net/sprites/home/normal/2x/swanna.jpg";"Generation 5";"White Bird Pokémon";"1.3";"24.2";"75";"87";"63";"87";"63";"98";"473"
"#0582";"Vanillite";"https://pokemondb.net/pokedex/vanillite";"Ice";"";"https://img.pokemondb.net/sprites/home/normal/2x/vanillite.jpg";"Generation 5";"Fresh Snow Pokémon";"0.4";"5.7";"36";"50";"50";"65";"60";"44";"305"
"#0583";"Vanillish";"https://pokemondb.net/pokedex/vanillish";"Ice";"";"https://img.pokemondb.net/sprites/home/normal/2x/vanillish.jpg";"Generation 5";"Icy Snow Pokémon";"1.1";"41.0";"51";"65";"65";"80";"75";"59";"395"
"#0584";"Vanilluxe";"https://pokemondb.net/pokedex/vanilluxe";"Ice";"";"https://img.pokemondb.net/sprites/home/normal/2x/vanilluxe.jpg";"Generation 5";"Snowstorm Pokémon";"1.3";"57.5";"71";"95";"85";"110";"95";"79";"535"
"#0585";"Deerling";"https://pokemondb.net/pokedex/deerling";"Normal";"Grass";"https://img.pokemondb.net/sprites/home/normal/2x/deerling.jpg";"Generation 5";"Season Pokémon";"0.6";"19.5";"60";"60";"50";"40";"50";"75";"335"
"#0586";"Sawsbuck";"https://pokemondb.net/pokedex/sawsbuck";"Normal";"Grass";"https://img.pokemondb.net/sprites/home/normal/2x/sawsbuck.jpg";"Generation 5";"Season Pokémon";"1.9";"92.5";"80";"100";"70";"60";"70";"95";"475"
"#0587";"Emolga";"https://pokemondb.net/pokedex/emolga";"Electric";"Flying";"https://img.pokemondb.net/sprites/home/normal/2x/emolga.jpg";"Generation 5";"Sky Squirrel Pokémon";"0.4";"5.0";"55";"75";"60";"75";"60";"103";"428"
"#0588";"Karrablast";"https://pokemondb.net/pokedex/karrablast";"Bug";"";"https://img.pokemondb.net/sprites/home/normal/2x/karrablast.jpg";"Generation 5";"Clamping Pokémon";"0.5";"5.9";"50";"75";"45";"40";"45";"60";"315"
"#0589";"Escavalier";"https://pokemondb.net/pokedex/escavalier";"Bug";"Steel";"https://img.pokemondb.net/sprites/home/normal/2x/escavalier.jpg";"Generation 5";"Cavalry Pokémon";"1.0";"33.0";"70";"135";"105";"60";"105";"20";"495"
"#0590";"Foongus";"https://pokemondb.net/pokedex/foongus";"Grass";"Poison";"https://img.pokemondb.net/sprites/home/normal/2x/foongus.jpg";"Generation 5";"Mushroom Pokémon";"0.2";"1.0";"69";"55";"45";"55";"55";"15";"294"
"#0591";"Amoonguss";"https://pokemondb.net/pokedex/amoonguss";"Grass";"Poison";"https://img.pokemondb.net/sprites/home/normal/2x/amoonguss.jpg";"Generation 5";"Mushroom Pokémon";"0.6";"10.5";"114";"85";"70";"85";"80";"30";"464"
"#0592";"Frillish";"https://pokemondb.net/pokedex/frillish";"Water";"Ghost";"https://img.pokemondb.net/sprites/home/normal/2x/frillish.jpg";"Generation 5";"Floating Pokémon";"1.2";"33.0";"55";"40";"50";"65";"85";"40";"335"
"#0593";"Jellicent";"https://pokemondb.net/pokedex/jellicent";"Water";"Ghost";"https://img.pokemondb.net/sprites/home/normal/2x/jellicent.jpg";"Generation 5";"Floating Pokémon";"2.2";"135.0";"100";"60";"70";"85";"105";"60";"480"
"#0594";"Alomomola";"https://pokemondb.net/pokedex/alomomola";"Water";"";"https://img.pokemondb.net/sprites/home/normal/2x/alomomola.jpg";"Generation 5";"Caring Pokémon";"1.2";"31.6";"165";"75";"80";"40";"45";"65";"470"
"#0595";"Joltik";"https://pokemondb.net/pokedex/joltik";"Bug";"Electric";"https://img.pokemondb.net/sprites/home/normal/2x/joltik.jpg";"Generation 5";"Attaching Pokémon";"0.1";"0.6";"50";"47";"50";"57";"50";"65";"319"
"#0596";"Galvantula";"https://pokemondb.net/pokedex/galvantula";"Bug";"Electric";"https://img.pokemondb.net/sprites/home/normal/2x/galvantula.jpg";"Generation 5";"EleSpider Pokémon";"0.8";"14.3";"70";"77";"60";"97";"60";"108";"472"
"#0597";"Ferroseed";"https://pokemondb.net/pokedex/ferroseed";"Grass";"Steel";"https://img.pokemondb.net/sprites/home/normal/2x/ferroseed.jpg";"Generation 5";"Thorn Seed Pokémon";"0.6";"18.8";"44";"50";"91";"24";"86";"10";"305"
"#0598";"Ferrothorn";"https://pokemondb.net/pokedex/ferrothorn";"Grass";"Steel";"https://img.pokemondb.net/sprites/home/normal/2x/ferrothorn.jpg";"Generation 5";"Thorn Pod Pokémon";"1.0";"110.0";"74";"94";"131";"54";"116";"20";"489"
"#0599";"Klink";"https://pokemondb.net/pokedex/klink";"Steel";"";"https://img.pokemondb.net/sprites/home/normal/2x/klink.jpg";"Generation 5";"Gear Pokémon";"0.3";"21.0";"40";"55";"70";"45";"60";"30";"300"
"#0600";"Klang";"https://pokemondb.net/pokedex/klang";"Steel";"";"https://img.pokemondb.net/sprites/home/normal/2x/klang.jpg";"Generation 5";"Gear Pokémon";"0.6";"51.0";"60";"80";"95";"70";"85";"50";"440"
"#0601";"Klinklang";"https://pokemondb.net/pokedex/klinklang";"Steel";"";"https://img.pokemondb.net/sprites/home/normal/2x/klinklang.jpg";"Generation 5";"Gear Pokémon";"0.6";"81.0";"60";"100";"115";"70";"85";"90";"520"
"#0602";"Tynamo";"https://pokemondb.net/pokedex/tynamo";"Electric";"";"https://img.pokemondb.net/sprites/home/normal/2x/tynamo.jpg";"Generation 5";"EleFish Pokémon";"0.2";"0.3";"35";"55";"40";"45";"40";"60";"275"
"#0603";"Eelektrik";"https://pokemondb.net/pokedex/eelektrik";"Electric";"";"https://img.pokemondb.net/sprites/home/normal/2x/eelektrik.jpg";"Generation 5";"EleFish Pokémon";"1.2";"22.0";"65";"85";"70";"75";"70";"40";"405"
"#0604";"Eelektross";"https://pokemondb.net/pokedex/eelektross";"Electric";"";"https://img.pokemondb.net/sprites/home/normal/2x/eelektross.jpg";"Generation 5";"EleFish Pokémon";"2.1";"80.5";"85";"115";"80";"105";"80";"50";"515"
"#0605";"Elgyem";"https://pokemondb.net/pokedex/elgyem";"Psychic";"";"https://img.pokemondb.net/sprites/home/normal/2x/elgyem.jpg";"Generation 5";"Cerebral Pokémon";"0.5";"9.0";"55";"55";"55";"85";"55";"30";"335"
"#0606";"Beheeyem";"https://pokemondb.net/pokedex/beheeyem";"Psychic";"";"https://img.pokemondb.net/sprites/home/normal/2x/beheeyem.jpg";"Generation 5";"Cerebral Pokémon";"1.0";"34.5";"75";"75";"75";"125";"95";"40";"485"
"#0607";"Litwick";"https://pokemondb.net/pokedex/litwick";"Ghost";"Fire";"https://img.pokemondb.net/sprites/home/normal/2x/litwick.jpg";"Generation 5";"Candle Pokémon";"0.3";"3.1";"50";"30";"55";"65";"55";"20";"275"
"#0608";"Lampent";"https://pokemondb.net/pokedex/lampent";"Ghost";"Fire";"https://img.pokemondb.net/sprites/home/normal/2x/lampent.jpg";"Generation 5";"Lamp Pokémon";"0.6";"13.0";"60";"40";"60";"95";"60";"55";"370"
"#0609";"Chandelure";"https://pokemondb.net/pokedex/chandelure";"Ghost";"Fire";"https://img.pokemondb.net/sprites/home/normal/2x/chandelure.jpg";"Generation 5";"Luring Pokémon";"1.0";"34.3";"60";"55";"90";"145";"90";"80";"520"
"#0610";"Axew";"https://pokemondb.net/pokedex/axew";"Dragon";"";"https://img.pokemondb.net/sprites/home/normal/2x/axew.jpg";"Generation 5";"Tusk Pokémon";"0.6";"18.0";"46";"87";"60";"30";"40";"57";"320"
"#0611";"Fraxure";"https://pokemondb.net/pokedex/fraxure";"Dragon";"";"https://img.pokemondb.net/sprites/home/normal/2x/fraxure.jpg";"Generation 5";"Axe Jaw Pokémon";"1.0";"36.0";"66";"117";"70";"40";"50";"67";"410"
